cord1 cord2 cord3 cord4 cord5 cord6 cord7 cord8 cord9 cord10 cord11 cord12 cord13 cord14 age edu alive middle poor work
647 1 1 1 1 2 NA NA NA NA NA NA NA NA NA 36 5 5 1 0 0
648 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 36 3 3 1 0 1
649 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 24 8 2 1 0 1
650 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 25 0 3 1 0 1
651 1 1 2 2 2 1 NA NA NA NA NA NA NA NA 36 3 6 1 0 1
652 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 48 5 2 1 0 0
653 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 10 2 1 0 0
654 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 0 1 0 1 0
655 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 34 10 2 1 0 0
656 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
657 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 27 9 2 1 0 0
658 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 32 0 3 1 0 1
659 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 38 0 4 1 0 1
660 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 25 0 3 0 1 1
661 1 2 1 1 2 NA NA NA NA NA NA NA NA NA 35 0 5 1 0 1
662 2 1 2 2 2 NA NA NA NA NA NA NA NA NA 48 0 5 1 0 1
663 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 24 0 3 0 1 1
664 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 42 0 2 1 0 1
665 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 10 2 1 0 0
666 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 9 2 1 0 0
667 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 1
668 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 10 2 1 0 0
669 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 40 5 2 1 0 1
670 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 1 0 1
671 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 0 2 0 1 1
672 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 42 0 3 1 0 0
673 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 3 2 1 0 0
674 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 26 4 4 1 0 1
675 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 18 6 2 1 0 0
676 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
677 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 42 0 2 1 0 1
678 1 1 1 1 1 NA NA NA NA NA NA NA NA NA 24 5 5 1 0 1
679 2 1 2 2 NA NA NA NA NA NA NA NA NA NA 46 4 4 1 0 1
680 2 2 2 1 1 NA NA NA NA NA NA NA NA NA 47 0 5 1 0 0
681 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 12 2 1 0 0
682 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 40 0 3 1 0 1
683 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 0 2 1 0 1
684 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 1
685 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 26 0 3 0 1 0
686 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 33 5 3 1 0 0
687 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 41 6 2 1 0 0
688 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 0 2 1 0 1
689 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
690 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 0 1 1 0 1
691 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 47 0 2 0 1 1
692 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 24 0 2 1 0 1
693 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 1 0 1
694 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 32 18 2 1 0 1
695 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 43 0 2 1 0 1
696 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 1 0 1
697 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 11 2 1 0 0
698 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 28 3 3 1 0 0
699 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 9 2 1 0 0
700 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 32 10 2 1 0 0
701 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 33 5 2 1 0 0
702 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 6 2 1 0 0
703 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
704 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 0 1 1 0 1
705 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
706 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 25 9 3 1 0 1
707 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 10 2 1 0 1
708 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 8 2 1 0 1
709 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 21 0 2 1 0 1
710 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 5 2 1 0 0
711 2 2 2 1 2 NA NA NA NA NA NA NA NA NA 40 0 5 1 0 1
712 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 5 2 1 0 1
713 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 0 1 1 0 1
714 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 34 0 3 0 1 1
715 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 41 0 3 0 1 1
716 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 23 2 4 0 1 1
717 2 2 1 2 2 NA NA NA NA NA NA NA NA NA 48 5 5 1 0 0
718 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
719 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 23 0 4 0 1 1
720 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 1 0 1
721 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 24 0 3 1 0 0
722 2 1 1 1 1 NA NA NA NA NA NA NA NA NA 41 0 5 1 0 1
723 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 27 5 4 1 0 1
724 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 0 1 1
725 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 47 0 4 0 1 1
726 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 1 0 0
727 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 23 0 4 1 0 0
728 1 1 2 1 1 2 NA NA NA NA NA NA NA NA 30 0 6 1 0 1
729 2 1 2 1 1 NA NA NA NA NA NA NA NA NA 48 0 5 1 0 1
730 2 1 2 2 2 NA NA NA NA NA NA NA NA NA 45 0 5 1 0 1
731 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 32 0 3 1 0 1
732 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 17 5 1 1 0 1
733 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 28 0 1 1 0 1
734 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 45 0 3 0 1 1
735 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 48 0 3 1 0 1
736 1 2 1 1 1 NA NA NA NA NA NA NA NA NA 36 0 5 1 0 1
737 2 2 2 2 2 NA NA NA NA NA NA NA NA NA 36 0 5 1 0 0
738 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 23 4 3 0 1 1
739 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 46 0 2 1 0 1
740 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 24 0 3 1 0 1
741 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 0 2 1 0 1
742 2 1 1 1 NA NA NA NA NA NA NA NA NA NA 47 0 4 1 0 1
743 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
744 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 27 0 4 0 1 1
745 1 2 1 1 NA NA NA NA NA NA NA NA NA NA 31 0 4 1 0 1
746 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 0 1 1
747 2 1 2 2 2 NA NA NA NA NA NA NA NA NA 27 0 5 1 0 1
748 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 31 0 3 1 0 1
749 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 36 0 4 1 0 1
750 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 1
751 2 2 1 1 2 NA NA NA NA NA NA NA NA NA 31 0 5 1 0 1
752 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 1 0 1
753 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
754 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
755 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 1
756 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 1 0 1
757 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 23 0 4 1 0 1
758 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 0 1 1
759 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 4 2 0 1 1
760 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 1
761 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 26 5 2 1 0 1
762 1 1 2 1 NA NA NA NA NA NA NA NA NA NA 45 0 4 1 0 0
763 1 2 2 1 1 1 NA NA NA NA NA NA NA NA 36 0 6 0 1 1
764 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 42 0 3 1 0 1
765 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
766 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 27 2 3 0 1 1
767 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 23 3 4 1 0 1
768 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 36 0 4 1 0 1
769 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 5 2 1 0 1
770 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 8 2 1 0 1
771 2 2 2 1 1 NA NA NA NA NA NA NA NA NA 47 0 5 0 1 1
772 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 2 2 1 0 1
773 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 24 2 1 1 0 0
774 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 0 1 1
775 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 25 0 3 1 0 1
776 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 38 5 2 1 0 0
777 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 29 8 2 1 0 1
778 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 32 3 3 1 0 0
779 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 29 5 3 1 0 0
780 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 35 8 3 1 0 1
781 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 0 2 1 0 0
782 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 35 10 3 1 0 0
783 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 47 5 3 1 0 0
784 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 27 5 1 1 0 1
785 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 5 2 1 0 0
786 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 5 2 1 0 1
787 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 1 0 0
788 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 10 2 1 0 0
789 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 9 2 1 0 0
790 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 5 2 1 0 1
791 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 1 0 0
792 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 0
793 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 7 2 1 0 0
794 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 41 5 2 1 0 1
795 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
796 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 5 2 1 0 0
797 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 19 5 2 1 0 0
798 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 5 1 1 0 1
799 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 0 2 1 0 1
800 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 28 0 4 1 0 1
801 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 4 2 1 0 1
802 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 34 0 2 1 0 0
803 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 28 9 2 1 0 1
804 1 1 1 2 NA NA NA NA NA NA NA NA NA NA 34 0 4 1 0 1
805 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 27 0 4 0 1 1
806 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 29 0 4 1 0 1
807 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 39 9 3 1 0 0
808 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 39 0 4 1 0 1
809 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 1 0 1
810 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 1
811 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 0 2 1 0 1
812 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 31 0 3 1 0 1
813 1 1 1 1 2 2 NA NA NA NA NA NA NA NA 38 0 6 1 0 1
814 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 40 4 4 1 0 1
815 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 40 4 3 1 0 1
816 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 33 0 1 1 0 1
817 2 2 1 2 2 2 NA NA NA NA NA NA NA NA 32 0 6 1 0 1
818 1 2 1 1 2 1 NA NA NA NA NA NA NA NA 49 0 6 1 0 1
819 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 26 9 2 1 0 0
820 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 40 0 3 0 1 1
821 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 37 5 2 1 0 0
822 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 22 2 2 1 0 0
823 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 10 1 1 0 0
824 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 21 6 2 1 0 0
825 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 40 5 2 1 0 0
826 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 34 0 4 1 0 1
827 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
828 2 2 2 1 2 NA NA NA NA NA NA NA NA NA 30 0 5 1 0 1
829 2 2 2 2 NA NA NA NA NA NA NA NA NA NA 26 0 4 1 0 1
830 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 44 1 1 0 1 1
831 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 27 6 2 1 0 0
832 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 49 0 2 1 0 1
833 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 36 0 2 1 0 1
834 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 20 6 1 1 0 0
835 2 2 2 2 1 NA NA NA NA NA NA NA NA NA 27 0 5 1 0 1
836 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 33 0 4 1 0 1
837 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 0 2 0 1 1
838 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 32 0 4 0 1 1
839 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 27 6 3 1 0 1
840 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 40 0 2 0 1 1
841 1 1 2 2 NA NA NA NA NA NA NA NA NA NA 34 0 4 0 1 1
842 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 28 0 4 1 0 1
843 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
844 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 28 5 3 1 0 1
845 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 43 0 3 1 0 1
846 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 1
847 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 22 0 3 1 0 1
848 2 1 1 2 NA NA NA NA NA NA NA NA NA NA 48 0 4 1 0 0
849 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
850 2 1 1 1 1 NA NA NA NA NA NA NA NA NA 35 0 5 1 0 1
851 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 29 0 2 1 0 1
852 1 1 1 2 NA NA NA NA NA NA NA NA NA NA 32 0 4 1 0 1
853 1 2 1 2 1 1 NA NA NA NA NA NA NA NA 39 0 6 0 1 1
854 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 0 1 0 1 1
855 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 1 0 1
856 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 41 5 3 1 0 1
857 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 7 2 1 0 1
858 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 28 0 4 1 0 1
859 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 25 0 4 0 1 1
860 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 34 0 3 1 0 1
861 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
862 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 36 0 3 1 0 1
863 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 25 8 3 1 0 1
864 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 24 7 3 1 0 1
865 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 31 0 4 1 0 1
866 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 34 0 2 1 0 1
867 1 2 2 1 NA NA NA NA NA NA NA NA NA NA 38 0 4 1 0 1
868 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 5 2 1 0 1
869 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 0 1 1
870 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 24 0 3 0 1 1
871 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 41 0 3 0 1 0
872 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 40 0 4 1 0 0
873 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 33 4 4 1 0 0
874 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 34 0 4 0 1 1
875 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 24 0 3 0 1 1
876 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 25 0 3 1 0 1
877 2 1 2 2 NA NA NA NA NA NA NA NA NA NA 28 0 4 0 1 1
878 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 1 0 1
879 2 1 2 2 NA NA NA NA NA NA NA NA NA NA 32 0 4 0 1 1
880 2 1 1 1 NA NA NA NA NA NA NA NA NA NA 23 0 4 1 0 1
881 1 2 2 2 2 NA NA NA NA NA NA NA NA NA 35 2 5 1 0 1
882 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 18 7 2 1 0 1
883 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 26 0 1 1 0 0
884 2 2 1 2 NA NA NA NA NA NA NA NA NA NA 25 0 4 1 0 1
885 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 1 0 1
886 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 27 5 2 1 0 0
887 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 29 7 3 1 0 0
888 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 28 0 3 1 0 1
889 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 34 0 4 1 0 1
890 2 1 2 2 NA NA NA NA NA NA NA NA NA NA 27 0 4 1 0 1
891 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 5 2 1 0 1
892 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 0 2 1 0 1
893 1 1 1 2 1 NA NA NA NA NA NA NA NA NA 48 0 5 0 1 1
894 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 38 0 2 0 1 1
895 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 39 7 2 1 0 1
896 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 9 2 1 0 1
897 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 9 2 1 0 1
898 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 28 0 4 1 0 1
899 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
900 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 30 0 2 1 0 1
901 1 2 2 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 1
902 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 23 8 2 1 0 0
903 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 28 0 1 1 0 1
904 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 30 0 3 1 0 1
905 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 1
906 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 40 5 1 0 1 1
907 2 2 2 1 2 NA NA NA NA NA NA NA NA NA 49 5 5 1 0 0
908 1 2 2 2 2 NA NA NA NA NA NA NA NA NA 40 0 5 1 0 1
909 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 25 3 3 1 0 0
910 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 20 6 2 1 0 1
911 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 43 0 3 1 0 1
912 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 23 9 2 1 0 0
913 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 1 0 1
914 1 2 2 2 NA NA NA NA NA NA NA NA NA NA 28 0 4 1 0 1
915 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 45 0 3 1 0 1
916 2 1 1 2 2 NA NA NA NA NA NA NA NA NA 42 0 5 0 1 1
917 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 39 0 2 1 0 1
918 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 48 0 4 1 0 1
919 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 17 7 2 1 0 1
920 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 34 4 3 1 0 0
921 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 7 2 0 1 0
922 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 42 0 4 1 0 1
923 1 1 1 1 NA NA NA NA NA NA NA NA NA NA 37 0 4 0 1 1
924 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 31 0 1 1 0 1
925 2 2 2 1 NA NA NA NA NA NA NA NA NA NA 33 5 4 0 1 1
926 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 35 0 3 1 0 1
927 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 30 10 2 1 0 0
928 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 36 5 2 1 0 1
929 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 35 0 2 1 0 1
930 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 2 2 1 0 1
931 2 2 1 1 NA NA NA NA NA NA NA NA NA NA 37 0 4 1 0 1
932 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 0 1 1
933 1 1 NA NA NA NA NA NA NA NA NA NA NA NA 18 5 2 1 0 1
934 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 37 3 3 1 0 1
935 2 1 1 NA NA NA NA NA NA NA NA NA NA NA 23 4 3 1 0 1
936 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 34 7 2 1 0 1
937 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 47 0 3 1 0 1
938 2 2 1 1 2 NA NA NA NA NA NA NA NA NA 33 4 5 1 0 1
939 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 21 5 2 1 0 1
940 2 2 2 1 1 NA NA NA NA NA NA NA NA NA 28 1 5 1 0 0
941 2 2 2 2 1 1 NA NA NA NA NA NA NA NA 33 4 6 1 0 1
942 1 2 1 2 NA NA NA NA NA NA NA NA NA NA 39 0 4 1 0 1
943 1 1 2 1 NA NA NA NA NA NA NA NA NA NA 24 0 4 1 0 0
944 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 25 6 3 1 0 0
945 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 28 10 2 1 0 0
946 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 27 9 3 1 0 0
947 1 2 1 2 2 NA NA NA NA NA NA NA NA NA 46 7 5 1 0 0
948 1 1 1 NA NA NA NA NA NA NA NA NA NA NA 25 6 3 1 0 0
949 2 1 2 1 NA NA NA NA NA NA NA NA NA NA 29 0 4 1 0 0
950 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 37 0 2 1 0 0
951 2 1 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 0
952 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 1 0 1
953 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 21 0 3 0 1 0
954 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 26 5 3 1 0 0
955 2 1 1 1 2 NA NA NA NA NA NA NA NA NA 42 5 5 0 1 0
956 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 25 0 2 1 0 0
957 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 24 0 2 1 0 0
958 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 37 9 2 1 0 0
959 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 25 0 1 1 0 0
960 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 27 0 3 1 0 1
961 2 2 1 NA NA NA NA NA NA NA NA NA NA NA 23 9 3 1 0 0
962 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 29 0 3 1 0 1
963 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 31 0 2 1 0 1
964 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 36 0 3 1 0 0
965 2 2 2 NA NA NA NA NA NA NA NA NA NA NA 26 0 3 1 0 1
966 1 1 2 NA NA NA NA NA NA NA NA NA NA NA 33 0 3 1 0 1
967 2 1 2 NA NA NA NA NA NA NA NA NA NA NA 37 0 3 1 0 1
968 1 2 1 NA NA NA NA NA NA NA NA NA NA NA 38 0 3 1 0 1
969 1 2 1 1 NA NA NA NA NA NA NA NA NA NA 37 0 4 0 1 1
970 2 2 NA NA NA NA NA NA NA NA NA NA NA NA 41 0 2 1 0 1
